"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.prompt_fill","Input.category","Input.foodtype","Input.image_1_url_full","Input.image_2_url_full","Input.image_1_url","Input.image_2_url","Input.image_1","Input.image_2","Answer.caloric","Answer.healthy","Answer.homemade","Answer.tag1_1","Answer.tag1_2","Answer.tag1_3","Answer.tag2_1","Answer.tag2_2","Answer.tag2_3","Answer.tasty","Approve","Reject"
"302OLP89DZSI2D3KPBBBIC9LW7BACF","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 09:01:48 PDT 2021","1","BatchId:4557841;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 09:01:48 PDT 2021","","","3WRFBPLXRB94VGYKVOAG0ZLJP9P3NR","A1PCHTXL28SPC5","Approved","Sun Sep 19 10:37:06 PDT 2021","Sun Sep 19 10:37:46 PDT 2021","Mon Sep 20 10:37:46 PDT 2021","Mon Sep 20 10:38:08 PDT 2021","","","40","100% (188/188)","100% (188/188)","100% (188/188)","contains mushroom(s) that appear","mushroom","mushroom","https://kristinagligoric.github.io/D9hebQZXkAEPHzO.jpg","https://kristinagligoric.github.io/101408.jpg","https://kristinagligoric.github.io/AEPHzO.jpg","https://kristinagligoric.github.io/101408.jpg","T","R","1","1","1","tasty","healthy","yummy","healthy","yummy","tasty","1"
"302OLP89DZSI2D3KPBBBIC9LW7BCAH","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 09:01:47 PDT 2021","1","BatchId:4557841;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 09:01:47 PDT 2021","","","31HQ4X3T3TVIRXGE9QV2VFP6CUOLSZ","A30YR5TPOKQYXJ","Approved","Sun Sep 19 10:40:15 PDT 2021","Sun Sep 19 10:40:52 PDT 2021","Mon Sep 20 10:40:52 PDT 2021","Mon Sep 20 10:41:09 PDT 2021","","","37","100% (167/167)","100% (95/95)","100% (85/85)","contains mushroom(s) that appear","mushroom","mushroom","https://kristinagligoric.github.io/D69LqA6XYAAIC08.jpg","https://kristinagligoric.github.io/036115.jpg","https://kristinagligoric.github.io/AAIC08.jpg","https://kristinagligoric.github.io/036115.jpg","T","R","2","1","2","morelle","fresh","dug","cooked","fried","cut","2"
"306996CF6W53YKYEFSMNWRA0AS5B1L","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 09:01:32 PDT 2021","1","BatchId:4557841;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 09:01:32 PDT 2021","","","3SB5N7Y3O4P24WI1PXF28HEFLLL0GN","A38DC3BG1ZCVZ2","Approved","Sun Sep 19 10:44:07 PDT 2021","Sun Sep 19 11:15:07 PDT 2021","Mon Sep 20 11:15:07 PDT 2021","Mon Sep 20 11:15:10 PDT 2021","","","1860","95% (123/129)","100% (57/57)","100% (57/57)","contains mushroom(s) that appear","mushroom","mushroom","https://kristinagligoric.github.io/DUZf0pAXUAE_nJL.jpg","https://kristinagligoric.github.io/092627.jpg","https://kristinagligoric.github.io/AE_nJL.jpg","https://kristinagligoric.github.io/092627.jpg","T","R","2","2","1","creamy","","","plain","boring","","1"
"306W7JMRYYJL9KIZEDV2B1X8OYBB85","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 09:01:35 PDT 2021","1","BatchId:4557841;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 09:01:35 PDT 2021","","","369J354OFEVXI74GRMVJHIO6YO56GS","A2M4O8KQW0H7HV","Approved","Sun Sep 19 10:36:56 PDT 2021","Sun Sep 19 10:53:48 PDT 2021","Mon Sep 20 10:53:48 PDT 2021","Mon Sep 20 10:54:10 PDT 2021","","","1012","100% (227/227)","100% (227/227)","100% (227/227)","contains mushroom(s) that appear","mushroom","mushroom","https://kristinagligoric.github.io/ECbUiMLXUAEIO6r.jpg","https://kristinagligoric.github.io/097046.jpg","https://kristinagligoric.github.io/AEIO6r.jpg","https://kristinagligoric.github.io/097046.jpg","T","R","2","1","2","colourful","","","good","","","1"
"307FVKVSYR0XO7S7PTT9PNV73MO475","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 09:01:36 PDT 2021","1","BatchId:4557841;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 09:01:36 PDT 2021","","","39ZSFO5CA9HSBKKIVAEPU1U2T24JUB","A2YQTIE59SP2VN","Approved","Sun Sep 19 10:38:12 PDT 2021","Sun Sep 19 10:39:40 PDT 2021","Mon Sep 20 10:39:40 PDT 2021","Mon Sep 20 10:40:08 PDT 2021","","","88","100% (143/143)","100% (143/143)","100% (143/143)","contains mushroom(s) that appear","mushroom","mushroom","https://kristinagligoric.github.io/Di9u-YsW0AEi8gF.jpg","https://kristinagligoric.github.io/008869.jpg","https://kristinagligoric.github.io/AEi8gF.jpg","https://kristinagligoric.github.io/008869.jpg","T","R","1","2","2","HEALTHY","DELICIOUS","HIGH FIBRE CONTENT","DELICIOUS","TASTY","HIGH PROTEIN","1"
"307FVKVSYR0XO7S7PTT9PNV73MO748","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 09:01:38 PDT 2021","1","BatchId:4557841;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 09:01:38 PDT 2021","","","3TEM0PF1Q6IZSC8AN7EU2WBI8T9D0U","A1PCHTXL28SPC5","Approved","Sun Sep 19 11:00:40 PDT 2021","Sun Sep 19 11:07:55 PDT 2021","Mon Sep 20 11:07:55 PDT 2021","Mon Sep 20 11:08:09 PDT 2021","","","435","100% (188/188)","100% (188/188)","100% (188/188)","contains mushroom(s) that appear","mushroom","mushroom","https://kristinagligoric.github.io/089218.jpg","https://kristinagligoric.github.io/Dp3gYLXW4AA9lW-.jpg","https://kristinagligoric.github.io/089218.jpg","https://kristinagligoric.github.io/AA9lW-.jpg","R","T","1","1","1","tasty","","","healthy","","","1"
"308KJXFUJRRZOU5VBX617M9PKTATAG","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 09:01:32 PDT 2021","1","BatchId:4557841;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 09:01:32 PDT 2021","","","3MH9DQ757XXIKIUHN4TMXO2M1ALGU2","A3F1SO6HO48A0E","Approved","Sun Sep 19 10:30:22 PDT 2021","Sun Sep 19 10:31:16 PDT 2021","Mon Sep 20 10:31:16 PDT 2021","Mon Sep 20 10:32:07 PDT 2021","","","54","100% (13/13)","100% (13/13)","100% (13/13)","contains mushroom(s) that appear","mushroom","mushroom","https://kristinagligoric.github.io/087643.jpg","https://kristinagligoric.github.io/C6vrBmtWYAQ_Gdu.jpg","https://kristinagligoric.github.io/087643.jpg","https://kristinagligoric.github.io/AQ_Gdu.jpg","R","T","1","1","1","variety","colorful","starch and vegetable","burnt","boring","plain","1"
"308KJXFUJRRZOU5VBX617M9PKTBATY","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 09:01:30 PDT 2021","1","BatchId:4557841;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 09:01:30 PDT 2021","","","32RIADZISTPMTP9T3YWL9YNVQ8Q4SM","AUB2Y2EREGBUZ","Approved","Sun Sep 19 10:27:28 PDT 2021","Sun Sep 19 10:28:10 PDT 2021","Mon Sep 20 10:28:10 PDT 2021","Mon Sep 20 10:29:07 PDT 2021","","","42","100% (220/220)","100% (180/180)","100% (180/180)","contains mushroom(s) that appear","mushroom","mushroom","https://kristinagligoric.github.io/DoWxDspXoAIBMMa.jpg","https://kristinagligoric.github.io/051064.jpg","https://kristinagligoric.github.io/AIBMMa.jpg","https://kristinagligoric.github.io/051064.jpg","T","R","2","1","2","Raw","Uncooked","Interesting","Creamy","Tasty","Filling","2"
"309D674SHZ6NLN8CVPB7DNTREPWBCB","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 09:01:36 PDT 2021","1","BatchId:4557841;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 09:01:36 PDT 2021","","","3DR23U6WE6Z50RJ1H4DOSPV85G1ETU","A2UTWQS99Y0NRH","Approved","Sun Sep 19 10:38:33 PDT 2021","Sun Sep 19 11:36:34 PDT 2021","Mon Sep 20 11:36:34 PDT 2021","Mon Sep 20 11:37:11 PDT 2021","","","3481","100% (43/43)","100% (43/43)","100% (43/43)","contains mushroom(s) that appear","mushroom","mushroom","https://kristinagligoric.github.io/DNiJdhmWkAAtwbL.jpg","https://kristinagligoric.github.io/030066.jpg","https://kristinagligoric.github.io/AAtwbL.jpg","https://kristinagligoric.github.io/030066.jpg","T","R","2","1","2","fresh","raw mushrooms","boring","prepared","high quality","mushrooms with sauce","2"
"309D674SHZ6NLN8CVPB7DNTREPWCBC","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 09:01:48 PDT 2021","1","BatchId:4557841;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 09:01:48 PDT 2021","","","3ZGVPD4G6U23BMAXDRR1DZWQTMDZTO","A1J2AP9I97IV0F","Approved","Sun Sep 19 10:52:48 PDT 2021","Sun Sep 19 11:37:10 PDT 2021","Mon Sep 20 11:37:10 PDT 2021","Mon Sep 20 11:37:12 PDT 2021","","","2662","100% (69/69)","100% (69/69)","100% (69/69)","contains mushroom(s) that appear","mushroom","mushroom","https://kristinagligoric.github.io/EOi9lwTWkAUJM8R.jpg","https://kristinagligoric.github.io/040565.jpg","https://kristinagligoric.github.io/AUJM8R.jpg","https://kristinagligoric.github.io/040565.jpg","T","R","1","1","1","tasty","good","delicious","tasty","healthy","natural","1"
