"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.prompt_fill","Input.category","Input.foodtype","Input.image_1_url_full","Input.image_2_url_full","Input.image_1_url","Input.image_2_url","Input.image_1","Input.image_2","Answer.caloric","Answer.healthy","Answer.homemade","Answer.tag1_1","Answer.tag1_2","Answer.tag1_3","Answer.tag2_1","Answer.tag2_2","Answer.tag2_3","Answer.tasty","Approve","Reject"
"302OLP89DZSI2D3KPBBBIC9LVUXACA","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Fri Sep 17 05:36:20 PDT 2021","1","BatchId:4556855;OriginalHitTemplateId:928390889;","21600","86400","Sun Sep 19 05:36:20 PDT 2021","","","3QRYMNZ7FZ29UXWEA3G7ICPHJ1ONT0","A3KV26DMES74TN","Submitted","Fri Sep 17 05:41:20 PDT 2021","Fri Sep 17 05:42:31 PDT 2021","Sat Sep 18 05:42:31 PDT 2021","","","","71","0% (0/0)","0% (0/0)","0% (0/0)","contains cheese that appears","cheese","cheese","https://kristinagligoric.github.io/C10S0whWQAAkO-P.jpg","https://kristinagligoric.github.io/054545.jpg","https://kristinagligoric.github.io/AAkO-P.jpg","https://kristinagligoric.github.io/054545.jpg","T","R","1","2","2","Mouthwatering","Cheesy goodness","delectable","boring","healthy","plain","1"
"302U8RURJZMLL539PWBLUAHAF8CNV6","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Fri Sep 17 05:36:31 PDT 2021","1","BatchId:4556855;OriginalHitTemplateId:928390889;","21600","86400","Sun Sep 19 05:36:31 PDT 2021","","","3QL2OFSM973S8GU3OHLHT2PDVFSNCL","ANCIB6B6EBBIJ","Submitted","Fri Sep 17 06:27:14 PDT 2021","Fri Sep 17 08:34:48 PDT 2021","Sat Sep 18 08:34:48 PDT 2021","","","","7654","0% (0/0)","0% (0/0)","0% (0/0)","contains cheese that appears","cheese","cheese","https://kristinagligoric.github.io/EBECXfwXsAEuCou.jpg","https://kristinagligoric.github.io/050605.jpg","https://kristinagligoric.github.io/AEuCou.jpg","https://kristinagligoric.github.io/050605.jpg","T","R","2","1","2","brie","soft","white","blue","spreadable","with bread","1"
"304QEQWKZP5NAP25NEN9O6RPBM4O0U","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Fri Sep 17 05:36:31 PDT 2021","1","BatchId:4556855;OriginalHitTemplateId:928390889;","21600","86400","Sun Sep 19 05:36:31 PDT 2021","","","3K4J6M3CXFEY59GJHZCVXNQSU0LAGY","A2K607J3Z68WRR","Submitted","Fri Sep 17 06:23:31 PDT 2021","Fri Sep 17 06:24:12 PDT 2021","Sat Sep 18 06:24:12 PDT 2021","","","","41","100% (14/14)","0% (0/0)","0% (0/0)","contains cheese that appears","cheese","cheese","https://kristinagligoric.github.io/015544.jpg","https://kristinagligoric.github.io/EKztdhpWwAIKWuf.jpg","https://kristinagligoric.github.io/015544.jpg","https://kristinagligoric.github.io/AIKWuf.jpg","R","T","2","1","1","dry","not appetizing","plain","melty","gooey","fondue dipping","2"
"306996CF6W53YKYEFSMNWRA09FR1B6","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Fri Sep 17 05:36:26 PDT 2021","1","BatchId:4556855;OriginalHitTemplateId:928390889;","21600","86400","Sun Sep 19 05:36:26 PDT 2021","","","3XXU1SWE8NG1U55Y3XNSCV3CNJT0AI","A3SKEW89V5S0DI","Submitted","Fri Sep 17 05:48:51 PDT 2021","Fri Sep 17 05:49:58 PDT 2021","Sat Sep 18 05:49:58 PDT 2021","","","","67","100% (3/3)","0% (0/0)","0% (0/0)","contains cheese that appears","cheese","cheese","https://kristinagligoric.github.io/037188.jpg","https://kristinagligoric.github.io/DId3H29UQAAvaB6.jpg","https://kristinagligoric.github.io/037188.jpg","https://kristinagligoric.github.io/AAvaB6.jpg","R","T","2","1","1","milky","small","creamy","plentiful","diverse","expensive","2"
"306996CF6W53YKYEFSMNWRA09FRB1G","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Fri Sep 17 05:36:27 PDT 2021","1","BatchId:4556855;OriginalHitTemplateId:928390889;","21600","86400","Sun Sep 19 05:36:27 PDT 2021","","","317HQ483I8DJLJG3GRH345N88KBINH","A13XNZBCRSEGGY","Submitted","Fri Sep 17 06:15:15 PDT 2021","Fri Sep 17 06:16:08 PDT 2021","Sat Sep 18 06:16:08 PDT 2021","","","","53","0% (0/0)","0% (0/0)","0% (0/0)","contains cheese that appears","cheese","cheese","https://kristinagligoric.github.io/C3mc5kVWAAA1JPd.jpg","https://kristinagligoric.github.io/075991.jpg","https://kristinagligoric.github.io/AA1JPd.jpg","https://kristinagligoric.github.io/075991.jpg","T","R","2","1","2","a nice variety","soft","gourmet","melted","savory","gooey","1"
"306W7JMRYYJL9KIZEDV2B1X8NLX8BX","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Fri Sep 17 05:36:25 PDT 2021","1","BatchId:4556855;OriginalHitTemplateId:928390889;","21600","86400","Sun Sep 19 05:36:25 PDT 2021","","","354P56DE9LOJCCRC5WUSCA75H36S76","A1PNDILZWOX425","Submitted","Fri Sep 17 05:58:14 PDT 2021","Fri Sep 17 05:59:18 PDT 2021","Sat Sep 18 05:59:18 PDT 2021","","","","64","100% (156/156)","0% (0/0)","0% (0/0)","contains cheese that appears","cheese","cheese","https://kristinagligoric.github.io/101383.jpg","https://kristinagligoric.github.io/DWkEzWpX0AI3Ooj.jpg","https://kristinagligoric.github.io/101383.jpg","https://kristinagligoric.github.io/AI3Ooj.jpg","R","T","2","1","2","chunky","solid","old","soft","creamy","stringy","1"
"306W7JMRYYJL9KIZEDV2B1X8NLXB80","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Fri Sep 17 05:36:29 PDT 2021","1","BatchId:4556855;OriginalHitTemplateId:928390889;","21600","86400","Sun Sep 19 05:36:29 PDT 2021","","","3FUI0JHJPYJXRC5AD5Q1RLNDKLO33N","A40O6S62MI2VC","Submitted","Fri Sep 17 06:22:46 PDT 2021","Fri Sep 17 06:24:58 PDT 2021","Sat Sep 18 06:24:58 PDT 2021","","","","132","0% (0/0)","0% (0/0)","0% (0/0)","contains cheese that appears","cheese","cheese","https://kristinagligoric.github.io/039850.jpg","https://kristinagligoric.github.io/DSzTR0BXkAAI-lX.jpg","https://kristinagligoric.github.io/039850.jpg","https://kristinagligoric.github.io/AAI-lX.jpg","R","T","2","1","1","thin roll","white","topping","melted","liquidity","spread","1"
"307FVKVSYR0XO7S7PTT9PNV729A470","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Fri Sep 17 05:36:29 PDT 2021","1","BatchId:4556855;OriginalHitTemplateId:928390889;","21600","86400","Sun Sep 19 05:36:29 PDT 2021","","","3R8YZBNQ9I37ZWCZDS5NHAS4ZFMQ7G","A3NBJOPMX2MU0L","Submitted","Fri Sep 17 06:02:48 PDT 2021","Fri Sep 17 06:04:49 PDT 2021","Sat Sep 18 06:04:49 PDT 2021","","","","121","0% (0/0)","0% (0/0)","0% (0/0)","contains cheese that appears","cheese","cheese","https://kristinagligoric.github.io/D-ELb25X4AAp-6Q.jpg","https://kristinagligoric.github.io/060787.jpg","https://kristinagligoric.github.io/AAp-6Q.jpg","https://kristinagligoric.github.io/060787.jpg","T","R","1","1","1","looks yummy","colorful","tasty","not so attractive","looks untasty","bad appealing","1"
"307L9TDWJYD19W1Q5M5FBFPROOJ3NP","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Fri Sep 17 05:36:22 PDT 2021","1","BatchId:4556855;OriginalHitTemplateId:928390889;","21600","86400","Sun Sep 19 05:36:22 PDT 2021","","","3VHP9MDGRO5GKOHMQT24LXG4TO4FC4","A5EGM6UX4GGUC","Submitted","Fri Sep 17 06:00:57 PDT 2021","Fri Sep 17 06:01:30 PDT 2021","Sat Sep 18 06:01:30 PDT 2021","","","","33","100% (2/2)","100% (2/2)","100% (2/2)","contains cheese that appears","cheese","cheese","https://kristinagligoric.github.io/C2JQudmXAAAmfEx.jpg","https://kristinagligoric.github.io/070028.jpg","https://kristinagligoric.github.io/AAmfEx.jpg","https://kristinagligoric.github.io/070028.jpg","T","R","1","2","2","fancy","sharp tasting","","sprinkled","","","1"
"308KJXFUJRRZOU5VBX617M9PJGXATT","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Fri Sep 17 05:36:25 PDT 2021","1","BatchId:4556855;OriginalHitTemplateId:928390889;","21600","86400","Sun Sep 19 05:36:25 PDT 2021","","","3KXIR214I51TOQSV9JHFIGARS7I42W","A3LIE6Q2EGABU6","Submitted","Fri Sep 17 05:58:00 PDT 2021","Fri Sep 17 10:02:11 PDT 2021","Sat Sep 18 10:02:11 PDT 2021","","","","14651","0% (0/0)","0% (0/0)","0% (0/0)","contains cheese that appears","cheese","cheese","https://kristinagligoric.github.io/071143.jpg","https://kristinagligoric.github.io/Enl6PynXEAAW-yL.jpg","https://kristinagligoric.github.io/071143.jpg","https://kristinagligoric.github.io/AAW-yL.jpg","R","T","2","2","2","Block","Stale","Old","Fresh","Melted","Good","2"
